start_date,end_date,net export [mwh] calculated resolutions,netherlands (export) [mwh] calculated resolutions,netherlands (import) [mwh] calculated resolutions,switzerland (export) [mwh] calculated resolutions,switzerland (import) [mwh] calculated resolutions,denmark (export) [mwh] calculated resolutions,denmark (import) [mwh] calculated resolutions,czech republic (export) [mwh] calculated resolutions,czech republic (import) [mwh] calculated resolutions,luxembourg (export) [mwh] calculated resolutions,luxembourg (import) [mwh] calculated resolutions,sweden (export) [mwh] calculated resolutions,sweden (import) [mwh] calculated resolutions,austria (export) [mwh] calculated resolutions,austria (import) [mwh] calculated resolutions,france (export) [mwh] calculated resolutions,france (import) [mwh] calculated resolutions,poland (export) [mwh] calculated resolutions,poland (import) [mwh] calculated resolutions,norway (export) [mwh] calculated resolutions,norway (import) [mwh] calculated resolutions,belgium (export) [mwh] calculated resolutions,belgium (import) [mwh] calculated resolutions
2023-05-30T00:00:00Z,2023-05-31T00:00:00Z,-156611.25,7213.25,-54462,17472.75,-15146.25,1646.75,-34369.25,15481,-358,3779,-51.25,0,-4364,12209.75,-21930,0,-66395,19776,0,646.75,-20349.75,12.75,-17423.75
2023-05-31T00:00:00Z,2023-06-01T00:00:00Z,-141527.5,849.5,-84438.25,23523,-14184.25,483.5,-27124.25,16137,-486,4661.25,0,677,-8636,18179.75,-16809,98,-49150,23676,0,2676.75,-18597.5,1562.75,-14626.75
2023-06-01T00:00:00Z,2023-06-02T00:00:00Z,-104821.25,10241.25,-54761.75,15599.5,-23720,703,-13707.5,19722,-735,4766,0,0,-6216,14998,-22588.5,3364,-46024,20676,-1204,0,-15751,2522.5,-12705.75
2023-06-02T00:00:00Z,2023-06-03T00:00:00Z,-197920.25,2965.25,-62537.75,4250.25,-35934.5,667.25,-23834.75,11532,-3906,5557.75,0,0,-1484,12218.25,-31276.75,1450,-54454,17639,-1879,32.25,-24334.25,358.25,-14949.5
2023-06-03T00:00:00Z,2023-06-04T00:00:00Z,-73162.75,7012.25,-44759,13054,-26604.25,7508.5,-22132.75,27394,-5912,3506,-0.75,2928,-1254,18490,-21491.25,4847,-35487,21117,-2402,8223.5,-18607,1824.25,-10417.25
2023-06-04T00:00:00Z,2023-06-05T00:00:00Z,-101308,13633,-61162.75,12293.75,-30236.25,15246.75,-19463.5,15600,-7100,3020.25,-1.5,4115,-2970,19263.75,-23368.5,6284,-43751,18338,-4905,10545,-16031.5,1297.5,-11955
2023-06-05T00:00:00Z,2023-06-06T00:00:00Z,-227975.25,2007.25,-89023.75,7125.25,-40706.75,1317.5,-31769.5,21389,-2048,5064,0,0,-1431,12932,-21374,0,-62930,23354,-234,0,-30798.5,0,-20848.75
2023-06-06T00:00:00Z,2023-06-07T00:00:00Z,-261733.5,0,-89824.75,4321,-43217.75,0,-41967.25,12884,-5172,6541.75,0,0,-3569,13319,-28065.5,0,-58766,22166,-1,0,-27706,0,-22676
2023-06-07T00:00:00Z,2023-06-08T00:00:00Z,-222732.75,0,-83718.75,5751.75,-39059.25,2365.75,-22449.5,10075,-10380,6793.5,0,0,-637,13935.5,-30073.25,0,-53409,20659,0,74.75,-21742.25,0,-20919
2023-06-08T00:00:00Z,2023-06-09T00:00:00Z,-146282,705.5,-65624.25,13260.75,-29202.75,4209,-22681.25,8146,-7214,6871,0,0,-129,14389.75,-25116,9718,-37251,14343,-4336,180.5,-14741.75,764.5,-12574
2023-06-09T00:00:00Z,2023-06-10T00:00:00Z,-77058.25,2825.25,-47275.5,17406.25,-21198,63.5,-33053.25,20508,-2459,6923.5,0,0,-12377,17147.25,-15702.75,11410,-26581,24195,0,0,-21314.5,7895.75,-5471.75
2023-06-10T00:00:00Z,2023-06-11T00:00:00Z,31699.25,29326.5,-35960.5,16239.75,-5482.5,5866,-26416.25,22566,-8898,4787,0,2458,-10490,26900,-18590,13890,-7424,17555,-266,3681,-10946.25,12910.5,-7
2023-06-11T00:00:00Z,2023-06-12T00:00:00Z,67253.75,37362.75,-6762.75,10321.75,-8894.5,14096.25,-16068.5,16838,-15513,4246.5,0,3536,-8063,24112.5,-22497,22761,-2879,5234,-3238,8208.5,-8172.75,14239.5,-1614.5
2023-06-12T00:00:00Z,2023-06-13T00:00:00Z,-51899.75,23221.5,-6208.75,10827.75,-24724.25,4599.25,-22631.25,8004,-17895,6152.75,0,0,-3548,21429,-40446.75,8513,-18867,10579,-2937,0,-17800.5,11938.75,-2106.25
2023-06-13T00:00:00Z,2023-06-14T00:00:00Z,-33538,17502.5,-28595.75,11812.5,-22538.5,3289.5,-18244,14362,-11327,5710.75,0,0,0,21032.75,-24728,5934,-30185,26888,-45,5768.75,-13030,7698.5,-4844
2023-06-14T00:00:00Z,2023-06-15T00:00:00Z,-112267,2936.5,-47968.75,5666.5,-34287.5,8231,-5826,11391,-8387,5759,0,0,0,13285,-24170.25,6,-47590,32246,0,952,-18785,4238.25,-9963.75
2023-06-15T00:00:00Z,2023-06-16T00:00:00Z,-163759.75,5279.25,-41562.5,3410.5,-45685.5,4805.75,-7867.25,1804,-20210,7027.25,0,0,-101,12596.25,-34733.5,610,-39577,23109,0,10,-20877,1310.5,-13108.5
2023-06-16T00:00:00Z,2023-06-17T00:00:00Z,-135461.25,17600.5,-21339.75,4156.5,-40945.75,4095.25,-15276.5,1346,-29000,7273.25,0,0,0,14222.25,-38854.25,4829,-26955,13956,-189,0,-23796.5,4408.5,-10991.75
2023-06-17T00:00:00Z,2023-06-18T00:00:00Z,-184080.75,6098,-18401,1259,-38871.5,3502.75,-18476.75,661,-33620,5520.75,0,79,0,13826,-39453.5,4084,-45977,8771,-4108,2388,-21675.25,1798,-11485.25
2023-06-18T00:00:00Z,2023-06-19T00:00:00Z,-148985,8221.75,-10773.25,3318.5,-33639,15162.5,-23359,722,-28305,4299.75,0,736,-2908,13417.25,-33032.25,5580,-56011,9806,-9934,7013.5,-12010.25,5348.75,-12639.25
2023-06-19T00:00:00Z,2023-06-20T00:00:00Z,-115054,14909.5,-32830.25,8229.75,-27047,877.5,-19021,5353,-16370,7034.25,0,0,-1952,14682.5,-21358.25,141,-38048,15783,-569,0,-10673.25,1267,-15462.75
2023-06-20T00:00:00Z,2023-06-21T00:00:00Z,-120575,12954,-11247,4777.5,-36866.5,5193.5,-18133.5,264,-17215,7669.5,0,0,-774,14518.25,-24344.5,175,-44946,18206,-710,0,-19306.25,596.5,-11386.5
2023-06-21T00:00:00Z,2023-06-22T00:00:00Z,-98833.25,12325.5,-24548,13937,-18757.75,51,-42718.25,12095,-10886,7733.5,0,0,-3380,17813.5,-21045.5,2021,-40397,32277,0,0,-24308,2499.25,-13545.5
2023-06-22T00:00:00Z,2023-06-23T00:00:00Z,-68857.75,21071.5,-9543.5,10738,-17510,63.75,-38506.5,17416,-8936,8818.25,0,0,-8362,18057.25,-18594.25,256,-50714,27498,-10,0,-15728.75,5859.5,-10731
2023-06-23T00:00:00Z,2023-06-24T00:00:00Z,-107095.75,12827.75,-23751.75,8902.75,-19559.5,1,-41060.25,19664,-6554,3850,-0.5,0,-10588,10234,-18870.25,0,-59111,35623,0,0,-15080.25,4229.25,-7852
2023-06-24T00:00:00Z,2023-06-25T00:00:00Z,-162372,15057.5,-17257,10766,-34777,1127.75,-44672,5823,-16770,5523.5,0,0,-10888,13760.25,-28686.5,860,-56412,17205,-670,5510.75,-14551.75,295,-13616.5
2023-06-25T00:00:00Z,2023-06-26T00:00:00Z,-157847.75,7391,-34299.5,8254.25,-51213.5,17878.25,-25651.5,6478,-17823,5230.5,0,3757,-6273,15278.25,-27273.75,1641,-49053,17219,-5294,8198.25,-13937.25,0,-18354.75
2023-06-26T00:00:00Z,2023-06-27T00:00:00Z,-40001.75,24455.75,-29149.25,12973.5,-33846.75,7154,-21416,23585,-5518,6893.25,0,1167,-6947,18783.75,-12628,2648,-43644,27330,0,2791,-10337.75,4757.25,-9053.5
2023-06-27T00:00:00Z,2023-06-28T00:00:00Z,-73453.75,20550.5,-10078.5,5491.25,-28458.5,465.75,-29666.5,22608,-13553,7251.75,0,97,-11806,16291.25,-16152,2528,-44548,20167,-206,0,-14843.75,6137.75,-5729.75
2023-06-28T00:00:00Z,2023-06-29T00:00:00Z,-138951.5,11757.75,-8091.25,3063.5,-39652.25,2854.5,-31766.75,6014,-24940,7680.5,0,0,-2926,12184.25,-28990.75,1926,-43326,13989,-1524,51,-8181.75,2368.25,-11441.5
2023-06-29T00:00:00Z,2023-06-30T00:00:00Z,-187896.75,3087.75,-18766.5,1989.75,-42878.75,3446.75,-33160.25,1663,-25471,9192.5,0,0,-52,15408.75,-20655.25,821,-65693,18605,-182,0,-22612,955.5,-13596
2023-06-30T00:00:00Z,2023-07-01T00:00:00Z,-282149.5,365.75,-48861.75,5846.25,-42485.75,0,-67928.25,5535,-15348,6767,0,0,-8905,11872.5,-17120,0,-83435,24668,-128,0,-29856.5,0,-23135.75
2023-07-01T00:00:00Z,2023-07-02T00:00:00Z,-44792.75,26021.75,-30193.75,9952.5,-11483,10702.25,-29307.25,31583,-1641,5833.75,0,356,-10211,29835.75,-6757.25,0,-67651,23618,0,4847.5,-15401,240,-15138
2023-07-02T00:00:00Z,2023-07-03T00:00:00Z,130401.5,24244.5,-39351,31983.5,-2836.75,28713.75,-6233.5,31418,-3988,4246,0,5566,-4243,33189,-3076.75,11480,-17281,19851,-52,14660.75,-3079.75,6805.5,-1614.75
2023-07-03T00:00:00Z,2023-07-04T00:00:00Z,28299.75,18324.5,-42748.75,18253,-14490.5,3229.75,-12050,40716,-756,5623.25,0,3499,-9322,32919,-6604.75,4095,-35200,27017,0,7477.75,-8840.25,4533,-7375.25
2023-07-04T00:00:00Z,2023-07-05T00:00:00Z,11047.5,22040.5,-27293.75,8377,-25495.5,8910.75,-22478.25,31107,-3215,6672.75,0,1904,-11088,26090,-10234.75,13168,-34192,29268,0,7305,-13500.5,8122,-4419.75
2023-07-05T00:00:00Z,2023-07-06T00:00:00Z,99613.5,27445.75,-22737.25,22812.5,-10245.25,24054.75,-15111.25,32814,-7954,5176.25,-0.75,3504,-6460,29925.75,-7625.5,12901,-25424,31353,-2,9683.5,-9289.25,9580,-4787.75
2023-07-06T00:00:00Z,2023-07-07T00:00:00Z,-93303.75,2869.75,-33494.25,8727.5,-28451,321.5,-33954.75,16048,-14767,6992.25,0,0,-14811,25096,-18936.5,6881,-26537,27469,0,0,-15188,4983.25,-6552.5
2023-07-07T00:00:00Z,2023-07-08T00:00:00Z,-199872.75,0,-46714.75,8780.5,-33017.5,0,-54286.75,8340,-19049,7085,0,0,-13715,23489.5,-20419.75,3103,-54196,22021,-92,1217.75,-18059.5,88.25,-14447.5
2023-07-08T00:00:00Z,2023-07-09T00:00:00Z,-81905.75,14209.5,-22237.5,17202.5,-16448.25,2043,-39403.5,5174,-20336,5870.5,0,1180,-11715,25400.25,-20018.75,12512,-31605,17455,-1584,3530,-14639.25,1765.25,-10260.5
2023-07-09T00:00:00Z,2023-07-10T00:00:00Z,-68584,23079.25,-6855.5,14864.5,-18296.75,625,-45016,10966,-24424,4679.5,0,0,-11013,28461,-26806.5,18832,-30160,13104,-11096,4943.25,-16626,8834.75,-6679.5
2023-07-10T00:00:00Z,2023-07-11T00:00:00Z,-180335.5,3702.25,-37867,6453,-34922.5,0,-55062.75,17856,-14575,7487,0,0,-14795,23912.25,-21687.25,5236,-40417,21909,-25,0,-31912.25,112.75,-15740
2023-07-11T00:00:00Z,2023-07-12T00:00:00Z,-145068.75,7894.5,-61738.5,9624.75,-25679.75,1493.5,-49495,22657,-9907,7833.5,0,0,-9797,24708.25,-12935.25,3757,-45615,33655,0,576.25,-25687.25,0,-16413.75
2023-07-12T00:00:00Z,2023-07-13T00:00:00Z,-56914.75,6454.25,-43148.25,14315,-17080.75,5710.25,-40060.25,34309,-8591,6701.75,0,1023,-11441,29205,-10022.25,6632,-37067,35867,0,1342.75,-21341,377.75,-10101
2023-07-13T00:00:00Z,2023-07-14T00:00:00Z,-113911.5,6965.25,-60414.5,10860.25,-23757,594.5,-51239.25,28970,-6256,7201.75,0,0,-8535,28072.75,-10422.5,2714,-40398,34553,0,0,-25610.75,19.5,-7229.5
2023-07-14T00:00:00Z,2023-07-15T00:00:00Z,-250840.75,3923.75,-47307.75,5113.75,-32374.75,0.25,-68751.25,3904,-17335,6651.75,0,0,-8530,14816.5,-16576.25,0,-72009,23988,-1,0,-30755,594.75,-16193.5
2023-07-15T00:00:00Z,2023-07-16T00:00:00Z,2583.25,22126.25,-47120,30240.5,-3597,6723.25,-21590.5,15898,-9287,4486,0,3290,-4925,37367,-5052.25,2690,-34865,28643,0,1445.75,-17257,2418.5,-9051.25
2023-07-16T00:00:00Z,2023-07-17T00:00:00Z,73114,23740.5,-57047.75,39824.25,-9027.25,17845.75,-13673,32175,-6373,4278.75,0,4035,-8684,43774.75,-8571.25,18553,-25683,31847,-13,8449.75,-14181.5,830.75,-8986.75
2023-07-17T00:00:00Z,2023-07-18T00:00:00Z,-45760,13196.75,-51130.25,19337,-17043.75,1403,-23949.25,23575,-5409,6413,0,0,-13853,33348.25,-8916.25,7860,-41173,35197,0,568.75,-13346.25,1061.75,-12899.75
2023-07-18T00:00:00Z,2023-07-19T00:00:00Z,-163548.25,961.25,-56613,10230,-26910.25,348.25,-48875.75,5886,-20144,7392.25,0,0,-13554,25136.5,-10309.5,6271,-37995,30105,0,0,-24874.75,620.25,-11222.5
2023-07-19T00:00:00Z,2023-07-20T00:00:00Z,-209995,0,-59194.5,6598,-27991.25,0,-64657.5,7390,-12906,7291.25,0,0,-14268,25360.5,-11878.25,5,-58942,32835,0,0,-33222,3786.75,-10202
2023-07-20T00:00:00Z,2023-07-21T00:00:00Z,-149664.5,2015.25,-52452,9358.75,-24842.5,355.5,-53962.75,9991,-12572,7180,0,0,-13386,27516,-10757.75,1598,-41844,35838,0,0,-24154.25,872.75,-10418.5
2023-07-21T00:00:00Z,2023-07-22T00:00:00Z,-251669.25,265.25,-60830.75,2964.25,-25042,0,-73211.75,1887,-15049,7044,0,0,-14814,22142.5,-8837.5,0,-68485,34028,0,0,-33719.75,723.75,-20734.25
2023-07-22T00:00:00Z,2023-07-23T00:00:00Z,-123607,16453.75,-37148.25,16541.25,-14952,189,-49780,15893,-24759,4484.75,-4.5,0,-14195,24640,-17638.25,2369,-44445,19179,-611,1884,-20353,2739.25,-4094
2023-07-23T00:00:00Z,2023-07-24T00:00:00Z,70723,28555,-37896.75,29842.25,-4383.25,35187,-8196.75,19909,-16518,3743.5,0,4515,-5573,30358,-7514.5,10782,-31341,23747,-480,9488,-8270.25,4621,-9851.25
2023-07-24T00:00:00Z,2023-07-25T00:00:00Z,-141630.25,7508.25,-25890,6497.5,-26578.25,77,-43312.25,17711,-18835,6212,0,0,-13243,15897.5,-14911.5,0,-48715,26105,0,0,-22351.75,1296,-9097.75
2023-07-25T00:00:00Z,2023-07-26T00:00:00Z,-228538.75,3693.75,-35569.25,1656.25,-38716.25,182,-50703.25,9625,-20666,7747.25,0,0,-13496,11459.75,-23337,103,-69501,26979,0,0,-22879.5,334.75,-15451.25
2023-07-26T00:00:00Z,2023-07-27T00:00:00Z,-188006.25,5379.25,-35949.75,10045.5,-20144.75,0,-51211,4623,-27011,6374.5,0,0,-13386,15745.25,-36359.5,5296,-46485,23441,0,0,-21184.25,1530.25,-8709.75
2023-07-27T00:00:00Z,2023-07-28T00:00:00Z,-265277.25,3494.75,-29582.75,3574.5,-27460.75,0.5,-50177.5,344,-39156,6211.75,0,0,-13288,10496.75,-36350,1,-69657,15182,-1576,0,-25081.25,1558.25,-13811.5
2023-07-28T00:00:00Z,2023-07-29T00:00:00Z,-257488,3877.25,-41981,3818.75,-28627.75,0,-47526.5,1588,-35051,6186,0,0,-14740,15774.5,-36286.5,462,-60250,18630,-111,0,-32790.75,318.25,-10778.25
2023-07-29T00:00:00Z,2023-07-30T00:00:00Z,-174440.5,9161.5,-47803,17489.25,-20350.25,2389.5,-41881.5,4415,-21512,4962.75,0,0,-13270,17936.25,-19609.25,1775,-52591,18357,-911,2361.25,-23443.25,375,-12291.75
2023-07-30T00:00:00Z,2023-07-31T00:00:00Z,9323.75,19417.5,-38628,30735.5,-2580.25,23373,-25219,12206,-16344,4973,0,4329,-7973,30478.5,-10688,5516,-27060,19280,-620,9380.75,-11390,1773.5,-11636.75
2023-07-31T00:00:00Z,2023-08-01T00:00:00Z,-113434,11882.75,-30468.5,13319.25,-16090.75,1560.25,-26374.75,12093,-17765,4968.25,-1.75,0,-11991,17894.75,-13349.25,0,-56758,20193,-549,370.75,-11697.5,1506,-12176.5
2023-08-01T00:00:00Z,2023-08-02T00:00:00Z,-117161.75,16185,-48107.25,11987.75,-20333.75,5961.75,-21933.5,22116,-13477,5070.5,0,0,-12045,19839.25,-13686.25,0,-68437,20525,-18,1586.75,-12851,1814,-11359
2023-08-02T00:00:00Z,2023-08-03T00:00:00Z,-154569.25,12162.5,-34702.25,9904,-12695,4555.75,-16355,4834,-26653,4009,-1.5,0,-10010,18326,-28286,0,-69498,14112,-2676,3705.25,-11756.25,858,-14402.75
2023-08-03T00:00:00Z,2023-08-04T00:00:00Z,43757,21528,-15151,18702.75,-14688.25,17732.75,-8903.25,23699,-11427,5073.75,-62.25,1453,-8851,35912.5,-12725.25,4145,-37623,21298,-8,5517.75,-4502,7040,-4404.5
2023-08-04T00:00:00Z,2023-08-05T00:00:00Z,-276922.5,3521,-54933.75,893.5,-52800.25,269.25,-41072.5,3794,-21031,5673.5,0,0,-14740,9888.75,-39619.5,817,-65705,18317,-1438,0,-14989,117.25,-13884.75
2023-08-05T00:00:00Z,2023-08-06T00:00:00Z,-290523.75,1756.75,-50331.25,2591,-47101.5,451.75,-60208,384,-26898,4701.25,0,0,-12053,6878.5,-36831.25,25,-63732,23770,-47,0,-20487.75,0,-13392.25
2023-08-06T00:00:00Z,2023-08-07T00:00:00Z,-196450.25,16792.25,-49721.25,8018.75,-18376.75,6636,-32995,2660,-26497,2660,-330.75,0,-10710,11230.75,-28531.5,2169,-64706,6639,-12993,5138.75,-13513.75,0,-19.75
2023-08-07T00:00:00Z,2023-08-08T00:00:00Z,89616.5,30213.5,-7341,18893.5,-5418.5,33327.25,-13080.5,16646,-20516,4951,-39.75,3051,-9862,29888.75,-19810,17510,-4510,19293,-1319,3640.5,-5877.25,0,-24
2023-08-08T00:00:00Z,2023-08-09T00:00:00Z,88987.25,28405.75,-17225,17428,-12773.75,51895.5,-11867.25,13038,-15749,8915,0,3498,-9304,30758.5,-22588,9184,-3781,20550,-11,4387.5,-5756.5,0,-17.5
2023-08-09T00:00:00Z,2023-08-10T00:00:00Z,-145544.5,13642.25,-41873.25,1602.5,-24949,16191,-20909.5,5274,-20341,7102.75,0,0,-14808,15846,-41660.25,13,-47281,21097,-84,0,-14383,0,-24
2023-08-10T00:00:00Z,2023-08-11T00:00:00Z,-227996.75,2531.5,-47679.5,5564.75,-35256.5,0.75,-36017.25,0,-40121,8903.5,0,0,-14808,20901.75,-47494,4019,-40077,11548,-968,0,-19022,0,-22.75
2023-08-11T00:00:00Z,2023-08-12T00:00:00Z,-249703,4406.5,-56701.25,12860,-26024.75,222.5,-49882,113,-53750,7809.75,0,0,-14808,28387.5,-48554.5,4628,-43713,11548,-1442,261.25,-25818.5,1262,-507.5
2023-08-12T00:00:00Z,2023-08-13T00:00:00Z,-243779.5,10174,-51221.5,7061.5,-12485.75,586.5,-43513.25,322,-47800,7134.5,0,0,-13553,23115.75,-39235.5,3153,-43523,6210,-9064,0,-27187,339.5,-14293.25
2023-08-13T00:00:00Z,2023-08-14T00:00:00Z,-199049,15617.75,-48342.75,18717,-13879.25,3022.5,-47538.25,33,-48082,5531,-13,1210,-11084,25849.75,-42388.25,7922,-32703,4128,-14008,3221.75,-16526.25,752.5,-10489.5
2023-08-14T00:00:00Z,2023-08-15T00:00:00Z,-279384.25,3855.5,-40686.25,2235,-22706.5,321.75,-52514,0,-42467,6764,0,0,-13073,23585.25,-47473.75,2313,-51109,5632,-10917,69.25,-29116.25,446.75,-14544
2023-08-15T00:00:00Z,2023-08-16T00:00:00Z,-263382.75,7097.75,-22962.75,739.75,-40274,1442.75,-45431.5,0,-41405,4417.25,0,0,-12821,17148,-42520.25,3086,-44965,5267,-15407,0,-28111.5,1290,-9973.25
2023-08-16T00:00:00Z,2023-08-17T00:00:00Z,-298449.75,645.5,-61602.25,2306,-26364.75,47,-68889.25,4,-35418,7403.5,0,0,-11869,20123.75,-35504.5,1439,-54589,11959,-4458,0,-32983.75,0,-10699
2023-08-17T00:00:00Z,2023-08-18T00:00:00Z,-274266,222.5,-74398,3718.75,-21111.25,2972.5,-35068.25,370,-28835,6310.75,0,0,-9419,19640,-34935.5,135,-72027,16842,-992,0,-33171.75,0,-14519.75
2023-08-18T00:00:00Z,2023-08-19T00:00:00Z,-204444.5,3117.25,-41695.75,8051.75,-23197.75,7.75,-49060.75,5263,-18101,6865.5,0,0,-14814,22278.5,-25145.75,1075,-60574,24144,-140,0,-29192.25,61.25,-13387.25
2023-08-19T00:00:00Z,2023-08-20T00:00:00Z,-176895,16638.75,-60109.25,9862,-17013.25,3.5,-56514.25,8967,-7754,6515.75,0,0,-14135,20760.25,-16718.25,831,-60706,28152,-3,0,-25254.25,2066.75,-12484.75
2023-08-20T00:00:00Z,2023-08-21T00:00:00Z,-194296.25,8443.25,-52139,8701,-28976.5,1335.25,-38949,3497,-15970,7139.75,0,0,-13181,17389.75,-28377.5,6031,-50654,19489,-2229,1558.5,-24881.5,68.5,-12591.75
2023-08-21T00:00:00Z,2023-08-22T00:00:00Z,-205385.5,1045.25,-52968.5,5041,-33934.25,0.25,-48528.25,11435,-13251,8307.25,0,0,-13285,22113,-29420,899,-48928,24464,-298,0,-31711,1544,-7910.25
2023-08-22T00:00:00Z,2023-08-23T00:00:00Z,-163478,0.5,-45310.25,7275.75,-24086,0.5,-47202.25,10130,-12430,6936,0,0,-13256,22263,-21814,2115,-36885,25254,0,0,-33086.75,4397,-7779.5
2023-08-23T00:00:00Z,2023-08-24T00:00:00Z,-127510.75,588.25,-44739.5,15426.5,-17378.75,1.75,-46125.25,13570,-12098,7335.25,0,0,-7984,27392,-15405.5,3718,-32990,21131,-43,0,-33037,1755,-8627.5
2023-08-24T00:00:00Z,2023-08-25T00:00:00Z,-133237.75,4194.25,-47513.5,12672.5,-15445.25,889.75,-48405,9516,-14127,7850,0,0,-11837,24746,-11822.25,1488,-39616,27988,0,0,-33337.5,7128.25,-7607
2023-08-25T00:00:00Z,2023-08-26T00:00:00Z,-165941.75,516,-66886.5,9932.25,-20870.25,1245.25,-50997.5,19269,-9923,7749.5,0,0,-10827,29449.75,-9226,0,-58499,32448,0,0,-33720.25,2730.25,-8332.25
2023-08-26T00:00:00Z,2023-08-27T00:00:00Z,-110721.5,13875.75,-65187.75,22652,-13039.75,451,-43190.75,24457,-11131,5401.75,0,0,-14810,29077.5,-10138,2778,-53153,35583,0,113.25,-29082.75,2393.25,-7771
2023-08-27T00:00:00Z,2023-08-28T00:00:00Z,-222257.75,5032,-67572.5,8336,-22111.75,98.75,-47106.75,29381,-12959,4390,0,0,-13549,14445.75,-20576.25,0,-77110,26919,-975,0,-33761.25,0,-15138.75
2023-08-28T00:00:00Z,2023-08-29T00:00:00Z,-196991,7269.75,-54598.25,6224,-31292.5,1126.75,-44676.25,16731,-15006,6354.75,0,0,-4824,24435.75,-23277.5,0,-70943,30774,0,0,-33568.5,873.5,-12594.5
2023-08-29T00:00:00Z,2023-08-30T00:00:00Z,-275437.25,0,-74779.25,1963,-37097,4334.75,-36102,687,-19108,8082.25,0,0,-7255,10632.75,-29024,0,-76888,26388,-3,0,-33765.75,908.75,-14411.75
2023-08-30T00:00:00Z,2023-08-31T00:00:00Z,-203084.75,149,-57827.5,688,-31247.5,4163.5,-26174.25,4385,-14300,7370.5,0,0,-4245,8690,-20511.75,0,-62102,33565,0,0,-33386.75,1673,-13974
2023-08-31T00:00:00Z,2023-09-01T00:00:00Z,-87765,1897,-32346.75,6607.5,-25007.75,1561.75,-22004.75,21754,-9712,6124.5,0,0,-4064,15033.5,-17760,1156,-42191,33575,0,0,-27258.25,9330.25,-4460
2023-09-01T00:00:00Z,2023-09-02T00:00:00Z,-235798,4735.25,-26125,2112.75,-29664.5,3,-54457.75,2558,-25273,6562.5,0,0,-11483,12134.75,-33864.25,0,-62246,20539,-2098,0,-33117.75,3009.75,-9123.75
2023-09-02T00:00:00Z,2023-09-03T00:00:00Z,-219816,2118.25,-32922.25,9034.75,-25087.25,0.25,-70168.5,4589,-20900,6807,0,0,-14832,18426.75,-29497.5,4173,-48704,17829,-5575,0,-32044.5,3947.75,-7010.75
2023-09-03T00:00:00Z,2023-09-04T00:00:00Z,-173316.25,18443,-25528,8895,-18748.75,2372.5,-53300,8910,-16245,6258.25,0,421,-11129,15846.25,-32735.5,876,-66950,16398,-2486,2239,-23054,1136,-4935
2023-09-04T00:00:00Z,2023-09-05T00:00:00Z,-207598.75,7677,-28041.25,14735,-20437,50.75,-50251.5,2188,-24728,7141.5,0,0,-12947,22481.25,-37662.5,109,-68397,21302,-1059,0,-30900.25,1091.5,-9951.25
2023-09-05T00:00:00Z,2023-09-06T00:00:00Z,-164215.75,3102,-23611.5,15301.75,-17369,369,-26944.5,950,-27011,8690,0,0,-14617,24479.25,-33178.5,1560,-56264,19980,-2085,0,-29969.25,1753.25,-9351.25
2023-09-06T00:00:00Z,2023-09-07T00:00:00Z,-163096,3390,-26120.25,11277.75,-21249.25,1305.75,-30706.5,1976,-30248,9194,0,0,-2671,24646.75,-34241.25,2444,-55808,20957,-2787,0,-25103.5,1705,-11057.5
2023-09-07T00:00:00Z,2023-09-08T00:00:00Z,-73496,16027.75,-23064.5,16074.5,-16427.75,2531.25,-27799.25,9709,-19792,7707.75,0,0,0,23077.25,-23649.5,3319,-43655,25650,-586,0,-24515.75,7748,-5850.75
2023-09-08T00:00:00Z,2023-09-09T00:00:00Z,-122811,20384.5,-14900.5,15128.5,-24179.25,6470.5,-26708,1987,-27862,9144.5,0,0,0,23486.5,-37908.25,3339,-48849,16657,-3785,0,-29619.5,5096,-10693
2023-09-09T00:00:00Z,2023-09-10T00:00:00Z,-141738.75,5790.75,-9387.25,13902,-19798.5,1247,-25131,1979,-32303,8421.75,0,0,0,19841.25,-34780.25,4396,-55495,14125,-2970,721.5,-25964.25,1472.5,-7806.25
2023-09-10T00:00:00Z,2023-09-11T00:00:00Z,-162218.5,4496.5,-9741.25,6053.25,-25001.75,4057.5,-8950.5,1288,-33941,6200.25,0,0,0,14056.25,-34528,2166,-66261,13340,-7095,4147.25,-22499.25,1771,-11776.75
2023-09-11T00:00:00Z,2023-09-12T00:00:00Z,-205221.25,2600.25,-40160.5,6937.5,-33442,4872.75,-32613.75,1445,-22065,8904.5,0,0,0,16286,-31427,1,-62371,19107,-50,0,-31832.25,1111.75,-12525.5
2023-09-12T00:00:00Z,2023-09-13T00:00:00Z,-197203.25,1671.25,-39804,7219,-36751.5,1997.5,-28969,4110,-18501,9779,0,0,0,15802,-28028.25,398,-64522,20997,-1334,0,-33791.5,3685.25,-11161
2023-09-13T00:00:00Z,2023-09-14T00:00:00Z,-161421,3795.75,-68989.75,6058,-28766,4293.25,-27838.25,24031,-11334,10823.5,0,0,0,24239.25,-19079,0,-71519,34102,-231,0,-26968.25,11.75,-14050.25
2023-09-14T00:00:00Z,2023-09-15T00:00:00Z,-176363.25,41.25,-50773.5,6928.25,-30695.25,4360.25,-23602,10183,-13880,8615,0,11,-14,17019.75,-20791.5,0,-63148,30821,0,0,-33767.25,0,-17671.25
